1046347671	000.00%
1182509941	000.00%
1301937655	000.00%
1336277311	000.00%
1570369339	000.00%
1727013871	000.00%
1985469531	000.00%
2115825051	000.00%
2119302103	000.00%
2145187839	000.00%
291328863	000.00%
4294965247	000.00%
4294966143	000.00%
291329887	000.02%
469235183	000.02%
531878623	000.02%
2046814571	000.03%
1126144511	000.07%
1126140415	000.14%
1983889407	000.20%
1024793595	000.25%
925203423	000.27%
255944567	000.28%
1983881215	000.36%
2042620267	000.49%
1870385135	000.90%
1836842959	001.52%
1870655471	001.94%
121726839	002.04%
1207941983	002.37%
1608735143	002.50%
1182509951	003.52%
1834745807	004.05%
1604843839	005.55%
912129943	007.90%
1207687039	009.16%
1900904443	011.73%
1571684159	012.52%
1865801643	013.45%
1316066815	014.66%
1572732735	016.69%
1900904447	016.87%
2115628479	024.76%
1845492471	025.56%
1062731599	026.78%
1841299327	028.24%
1834866175	030.05%
531878559	031.31%
2119302111	032.62%
1987047807	037.11%
1568480767	038.97%
2117593087	039.03%
1572862335	048.55%
2115108335	050.27%
1866324447	052.02%
2115894683	055.66%
1831993343	058.28%
2088620543	064.04%
1985994075	065.27%
1103755255	065.91%
1570369343	067.55%
1570372711	068.68%
2115231743	068.93%
1570373111	072.54%
1542577143	074.97%
1834868223	080.39%
